state_code,district_code,subdistrict_code,panchayat_town_code,name_en,name_hi_x,name_hi
0,0,0,0,INDIA,भारत,भारत
1,0,0,0,STATE,जम्मू और कश्मीर,जम्मू और कश्मीर
1,1,0,0,DISTRICT,कुपवाड़ा,कुपवाड़ा
1,1,1,0,SUB-DISTRICT,कुपवाड़ा,कुपवाड़ा
1,1,2,0,SUB-DISTRICT,हन्दवारा,हन्दवारा
1,1,3,0,SUB-DISTRICT,करनाह,करनाह
1,2,0,0,DISTRICT,बडगाम,बडगाम
1,2,4,0,SUB-DISTRICT,खाग,खाग
1,2,5,0,SUB-DISTRICT,बीरवाह,बीरवाह
1,2,6,0,SUB-DISTRICT,खानसाहिब,खानसाहिब
1,2,7,0,SUB-DISTRICT,बडगाम,बडगाम
1,2,8,0,SUB-DISTRICT,चाडूरा,चाडूरा
1,2,9,0,SUB-DISTRICT,चरार-इ-शरीफ,चरार-इ-शरीफ
1,3,0,0,DISTRICT,लेह (लद्दाख),लेह (लद्दाख)
1,3,10,0,SUB-DISTRICT,लेह,लेह
1,3,11,0,SUB-DISTRICT,नोबरा,नोबरा
1,3,12,0,SUB-DISTRICT,खलसी,खलसी
1,4,0,0,DISTRICT,कारगिल,कारगिल
1,4,13,0,SUB-DISTRICT,कारगिल,कारगिल
1,4,14,0,SUB-DISTRICT,सांकू,सांकू
1,4,15,0,SUB-DISTRICT,जान्सकार,जान्सकार
1,5,0,0,DISTRICT,पुंछ,पुंछ
1,5,16,0,SUB-DISTRICT,हवेली,हवेली
1,5,17,0,SUB-DISTRICT,मंडी,मंडी
1,5,18,0,SUB-DISTRICT,मेंढर,मेंढर
1,5,19,0,SUB-DISTRICT,सुरनकोट,सुरनकोट
1,6,0,0,DISTRICT,राजौरी,राजौरी
1,6,20,0,SUB-DISTRICT,थानामंडी,थानामंडी
1,6,21,0,SUB-DISTRICT,दरहाल,दरहाल
1,6,22,0,SUB-DISTRICT,राजौरी,राजौरी
1,6,23,0,SUB-DISTRICT,बुदहल,बुदहल
1,6,24,0,SUB-DISTRICT,कालाकोट,कालाकोट
1,6,25,0,SUB-DISTRICT,नौशेहरा,नौशेहरा
1,6,26,0,SUB-DISTRICT,सुन्दरबनी,सुन्दरबनी
1,7,0,0,DISTRICT,कठुआ,कठुआ
1,7,27,0,SUB-DISTRICT,बिलावर,बिलावर
1,7,28,0,SUB-DISTRICT,बसोली,बसोली
1,7,29,0,SUB-DISTRICT,बनी,बनी
1,7,30,0,SUB-DISTRICT,कठुआ,कठुआ
1,7,31,0,SUB-DISTRICT,हीरानगर,हीरानगर
1,8,0,0,DISTRICT,बारामूला,बारामूला
1,8,32,0,SUB-DISTRICT,सोपोर,सोपोर
1,8,33,0,SUB-DISTRICT,रफियाबाद,रफियाबाद
1,8,34,0,SUB-DISTRICT,पट्टन,पट्टन
1,8,35,0,SUB-DISTRICT,बारामूला,बारामूला
1,8,36,0,SUB-DISTRICT,क्रीरी,क्रीरी
1,8,37,0,SUB-DISTRICT,ऊड़ी,ऊड़ी
1,8,38,0,SUB-DISTRICT,बोनियार,बोनियार
1,8,39,0,SUB-DISTRICT,टंगमार्ग,टंगमार्ग
1,9,0,0,DISTRICT,बान्डीपोर,बान्डीपोर
1,9,40,0,SUB-DISTRICT,गुरेज़,गुरेज़
1,9,41,0,SUB-DISTRICT,बान्डीपोर,बान्डीपोर
1,9,42,0,SUB-DISTRICT,सोनावारी,सोनावारी
1,10,0,0,DISTRICT,श्रीनगर,श्रीनगर
1,10,43,0,SUB-DISTRICT,श्रीनगर (उत्तरी),श्रीनगर (उत्तरी)
1,10,44,0,SUB-DISTRICT,श्रीनगर (दक्षिणी),श्रीनगर (दक्षिणी)
1,11,0,0,DISTRICT,गान्दरबल,गान्दरबल
1,11,45,0,SUB-DISTRICT,लार,लार
1,11,46,0,SUB-DISTRICT,कंगन,कंगन
1,11,47,0,SUB-DISTRICT,गान्दरबल,गान्दरबल
1,12,0,0,DISTRICT,पुलवामा(न.स.),पुलवामा(न.स.)
1,12,48,0,SUB-DISTRICT,पाम्पोर,पाम्पोर
1,12,49,0,SUB-DISTRICT,अवन्तीपुरा,अवन्तीपुरा
1,12,50,0,SUB-DISTRICT,तराल,तराल
1,12,51,0,SUB-DISTRICT,पुलवामा ,पुलवामा 
1,13,0,0,DISTRICT,शुपियन,शुपियन
1,13,52,0,SUB-DISTRICT,शुपियन,शुपियन
1,14,0,0,DISTRICT,अनन्तनाग,अनन्तनाग
1,14,53,0,SUB-DISTRICT,पहलगाम,पहलगाम
1,14,54,0,SUB-DISTRICT,बिजबिहारा,बिजबिहारा
1,14,55,0,SUB-DISTRICT,अनन्तनाग,अनन्तनाग
1,14,56,0,SUB-DISTRICT,शांगस,शांगस
1,14,57,0,SUB-DISTRICT,कोकरनाग,कोकरनाग
1,14,58,0,SUB-DISTRICT,डूरु,डूरु
1,15,0,0,DISTRICT,कुलगाम,कुलगाम
1,15,59,0,SUB-DISTRICT,कुलगाम,कुलगाम
1,15,60,0,SUB-DISTRICT,देवसर,देवसर
1,15,61,0,SUB-DISTRICT,दमहाल हांजीपोरा,दमहाल हांजीपोरा
1,16,0,0,DISTRICT,डोडा,डोडा
1,16,62,0,SUB-DISTRICT,डोडा,डोडा
1,16,63,0,SUB-DISTRICT,ठाठरी,ठाठरी
1,16,64,0,SUB-DISTRICT,गन्डोह,गन्डोह
1,16,65,0,SUB-DISTRICT,भदरवाह,भदरवाह
1,17,0,0,DISTRICT,रामबन,रामबन
1,17,66,0,SUB-DISTRICT,बनिहाल,बनिहाल
1,17,67,0,SUB-DISTRICT,रामबन,रामबन
1,18,0,0,DISTRICT,किश्तवाड़,किश्तवाड़
1,18,68,0,SUB-DISTRICT,किश्तवाड़,किश्तवाड़
1,18,69,0,SUB-DISTRICT,मड़वा,मड़वा
1,18,70,0,SUB-DISTRICT,छातरू,छातरू
1,18,71,0,SUB-DISTRICT,अठोली (पाडर),अठोली (पाडर)
1,19,0,0,DISTRICT,ऊधमपुर,ऊधमपुर
1,19,72,0,SUB-DISTRICT,ऊधमपुर,ऊधमपुर
1,19,73,0,SUB-DISTRICT,चेनैनी,चेनैनी
1,19,74,0,SUB-DISTRICT,रामनगर,रामनगर
1,19,75,0,SUB-DISTRICT,मजाल्टा,मजाल्टा
1,20,0,0,DISTRICT,रियासी,रियासी
1,20,76,0,SUB-DISTRICT,गुल-गुलाबगढ़,गुल-गुलाबगढ़
1,20,77,0,SUB-DISTRICT,रियासी,रियासी
1,21,0,0,DISTRICT,जम्मू,जम्मू
1,21,78,0,SUB-DISTRICT,अखनूर,अखनूर
1,21,79,0,SUB-DISTRICT,जम्मू,जम्मू
1,21,80,0,SUB-DISTRICT,रनबीरसिंहपूरा,रनबीरसिंहपूरा
1,21,81,0,SUB-DISTRICT,बिशना,बिशना
1,22,0,0,DISTRICT,साम्बा,साम्बा
1,22,82,0,SUB-DISTRICT,साम्बा,साम्बा
2,0,0,0,STATE,हिमाचल प्रदेश,हिमाचल प्रदेश
2,23,0,0,DISTRICT,चम्बा,चम्बा
2,23,83,0,SUB-DISTRICT,पांगी,पांगी
2,23,84,0,SUB-DISTRICT,चुराह,चुराह
2,23,85,0,SUB-DISTRICT,सलूनी,सलूनी
2,23,86,0,SUB-DISTRICT,भलेई,भलेई
2,23,87,0,SUB-DISTRICT,डल्हौजी,डल्हौजी
2,23,88,0,SUB-DISTRICT,भटियात,भटियात
2,23,89,0,SUB-DISTRICT,सिहुंता,सिहुंता
2,23,90,0,SUB-DISTRICT,चम्बा,चम्बा
2,23,91,0,SUB-DISTRICT,होली,होली
2,23,92,0,SUB-DISTRICT,भरमौर,भरमौर
2,24,0,0,DISTRICT,कांगड़ा,कांगड़ा
2,24,93,0,SUB-DISTRICT,नूरपुर,नूरपुर
2,24,94,0,SUB-DISTRICT,इन्दौरा,इन्दौरा
2,24,95,0,SUB-DISTRICT,फतेहपुर,फतेहपुर
2,24,96,0,SUB-DISTRICT,ज्वाली,ज्वाली
2,24,97,0,SUB-DISTRICT,हरचकियां,हरचकियां
2,24,98,0,SUB-DISTRICT,शाहपुर,शाहपुर
2,24,99,0,SUB-DISTRICT,धर्मशाला,धर्मशाला
2,24,100,0,SUB-DISTRICT,कांगड़ा,कांगड़ा
2,24,101,0,SUB-DISTRICT,नगरोटा बगवां,नगरोटा बगवां
2,24,102,0,SUB-DISTRICT,बड़ोह,बड़ोह
2,24,103,0,SUB-DISTRICT,देरा गोपीपुर,देरा गोपीपुर
2,24,104,0,SUB-DISTRICT,ज्वालामुखी,ज्वालामुखी
2,24,105,0,SUB-DISTRICT,जसवां,जसवां
2,24,106,0,SUB-DISTRICT,रक्कड़,रक्कड़
2,24,107,0,SUB-DISTRICT,ख़ुंडियां,ख़ुंडियां
2,24,108,0,SUB-DISTRICT,थुरल,थुरल
2,24,109,0,SUB-DISTRICT,धीरा,धीरा
2,24,110,0,SUB-DISTRICT,जैसिंहपुर,जैसिंहपुर
2,24,111,0,SUB-DISTRICT,पालमपुर,पालमपुर
2,24,112,0,SUB-DISTRICT,बैजनाथ(त.),बैजनाथ(त.)
2,24,113,0,SUB-DISTRICT,मुलथान,मुलथान
2,25,0,0,DISTRICT,लाहुल और स्पिति,लाहुल और स्पिति
2,25,114,0,SUB-DISTRICT,उदयपुर,उदयपुर
2,25,115,0,SUB-DISTRICT,लाहुल,लाहुल
2,25,116,0,SUB-DISTRICT,स्पिति,स्पिति
2,26,0,0,DISTRICT,कुल्लू,कुल्लू
2,26,117,0,SUB-DISTRICT,मनाली,मनाली
2,26,118,0,SUB-DISTRICT,कुल्लू,कुल्लू
2,26,119,0,SUB-DISTRICT,सैन्ज,सैन्ज
2,26,120,0,SUB-DISTRICT,बन्जार,बन्जार
2,26,121,0,SUB-DISTRICT,आनी,आनी
2,26,122,0,SUB-DISTRICT,निरमंड,निरमंड
2,27,0,0,DISTRICT,मण्डी,मण्डी
2,27,123,0,SUB-DISTRICT,पधर,पधर
2,27,124,0,SUB-DISTRICT,जोगिन्द्रनगर,जोगिन्द्रनगर
2,27,125,0,SUB-DISTRICT,लडभड़ोल,लडभड़ोल
2,27,126,0,SUB-DISTRICT,सन्धोल,सन्धोल
2,27,127,0,SUB-DISTRICT,धर्मपुर,धर्मपुर
2,27,128,0,SUB-DISTRICT,कोटली,कोटली
2,27,129,0,SUB-DISTRICT,सरकाघाट,सरकाघाट
2,27,130,0,SUB-DISTRICT,भदरोटा,भदरोटा
2,27,131,0,SUB-DISTRICT,बलद्वाड़ा,बलद्वाड़ा
2,27,132,0,SUB-DISTRICT,सुन्दरनगर,सुन्दरनगर
2,27,133,0,SUB-DISTRICT,मण्डी,मण्डी
2,27,134,0,SUB-DISTRICT,औट,औट
2,27,135,0,SUB-DISTRICT,बाली चौकी,बाली चौकी
2,27,136,0,SUB-DISTRICT,थुनाग,थुनाग
2,27,137,0,SUB-DISTRICT,चच्योट,चच्योट
2,27,138,0,SUB-DISTRICT,निहरी,निहरी
2,27,139,0,SUB-DISTRICT,करसोग,करसोग
2,28,0,0,DISTRICT,हमीरपुर,हमीरपुर
2,28,140,0,SUB-DISTRICT,टीरा सुजानपुर,टीरा सुजानपुर
2,28,141,0,SUB-DISTRICT,नदौन,नदौन
2,28,142,0,SUB-DISTRICT,गलौर,गलौर
2,28,143,0,SUB-DISTRICT,हमीरपुर,हमीरपुर
2,28,144,0,SUB-DISTRICT,बड़,बड़
2,28,145,0,SUB-DISTRICT,ढटवाल,ढटवाल
2,28,146,0,SUB-DISTRICT,भोरंज,भोरंज
2,29,0,0,DISTRICT,ऊना,ऊना
2,29,147,0,SUB-DISTRICT,भरवाईं ,भरवाईं 
2,29,148,0,SUB-DISTRICT,अम्ब,अम्ब
2,29,149,0,SUB-DISTRICT,बंगाना,बंगाना
2,29,150,0,SUB-DISTRICT,ऊना,ऊना
2,29,151,0,SUB-DISTRICT,हरोली,हरोली
2,30,0,0,DISTRICT,बिलासपुर,बिलासपुर
2,30,152,0,SUB-DISTRICT,घुमारवीं,घुमारवीं
2,30,153,0,SUB-DISTRICT,भराड़ी,भराड़ी
2,30,154,0,SUB-DISTRICT,झंडुता,झंडुता
2,30,155,0,SUB-DISTRICT,नैना देवी ,नैना देवी 
2,30,156,0,SUB-DISTRICT,बिलासपुर सदर,बिलासपुर सदर
2,30,157,0,SUB-DISTRICT,नम्होल,नम्होल
2,31,0,0,DISTRICT,सोलन,सोलन
2,31,158,0,SUB-DISTRICT,अर्की,अर्की
2,31,159,0,SUB-DISTRICT,दाड़लाघाट,दाड़लाघाट
2,31,160,0,SUB-DISTRICT,रामशहर,रामशहर
2,31,161,0,SUB-DISTRICT,नालागढ़,नालागढ़
2,31,162,0,SUB-DISTRICT,बद्दी,बद्दी
2,31,163,0,SUB-DISTRICT,कृष्णगढ़,कृष्णगढ़
2,31,164,0,SUB-DISTRICT,कसौली,कसौली
2,31,165,0,SUB-DISTRICT,सोलन,सोलन
2,31,166,0,SUB-DISTRICT,कण्डाघाट,कण्डाघाट
2,32,0,0,DISTRICT,सिरमौर,सिरमौर
2,32,167,0,SUB-DISTRICT,राजगढ़,राजगढ़
2,32,168,0,SUB-DISTRICT,नौहरा,नौहरा
2,32,169,0,SUB-DISTRICT,पच्छाद,पच्छाद
2,32,170,0,SUB-DISTRICT,रेणुका,रेणुका
2,32,171,0,SUB-DISTRICT,ददाहु,ददाहु
2,32,172,0,SUB-DISTRICT,नाहन,नाहन
2,32,173,0,SUB-DISTRICT,पांवटा साहिब,पांवटा साहिब
2,32,174,0,SUB-DISTRICT,कमरऊ,कमरऊ
2,32,175,0,SUB-DISTRICT,शिलाई(त.),शिलाई(त.)
2,32,176,0,SUB-DISTRICT,रोनहाट,रोनहाट
2,33,0,0,DISTRICT,शिमला,शिमला
2,33,177,0,SUB-DISTRICT,रामपुर,रामपुर
2,33,178,0,SUB-DISTRICT,ननखड़ी,ननखड़ी
2,33,179,0,SUB-DISTRICT,कुमारसैन,कुमारसैन
2,33,180,0,SUB-DISTRICT,सुन्नी,सुन्नी
2,33,181,0,SUB-DISTRICT,शिमला (ग्रामीण)(त.),शिमला (ग्रामीण)(त.)
2,33,182,0,SUB-DISTRICT,शिमला नगरीय ( त.),शिमला नगरीय ( त.)
2,33,183,0,SUB-DISTRICT,जुन्गा,जुन्गा
2,33,184,0,SUB-DISTRICT,ठियोग,ठियोग
2,33,185,0,SUB-DISTRICT,चौपाल,चौपाल
2,33,186,0,SUB-DISTRICT,चेता,चेता
2,33,187,0,SUB-DISTRICT,नेरवा,नेरवा
2,33,188,0,SUB-DISTRICT,जुब्बल,जुब्बल
2,33,189,0,SUB-DISTRICT,कोटखाई,कोटखाई
2,33,190,0,SUB-DISTRICT,टिक्कर,टिक्कर
2,33,191,0,SUB-DISTRICT,रोहड़ू,रोहड़ू
2,33,192,0,SUB-DISTRICT,चिड़गांव,चिड़गांव
2,33,193,0,SUB-DISTRICT,डोडरा क्वार,डोडरा क्वार
2,34,0,0,DISTRICT,किन्नौर,किन्नौर
2,34,194,0,SUB-DISTRICT,हंगरंग,हंगरंग
2,34,195,0,SUB-DISTRICT,पूह,पूह
2,34,196,0,SUB-DISTRICT,मुरंग,मुरंग
2,34,197,0,SUB-DISTRICT,कल्पा,कल्पा
2,34,198,0,SUB-DISTRICT,निचार,निचार
2,34,199,0,SUB-DISTRICT,सांगला,सांगला
3,0,0,0,STATE,पंजाब,पंजाब
3,35,0,0,DISTRICT,गुरदासपुर,गुरदासपुर
3,35,200,0,SUB-DISTRICT,धर कलां,धर कलां
3,35,201,0,SUB-DISTRICT,पठानकोट ,पठानकोट 
3,35,202,0,SUB-DISTRICT,गुरदासपुर ,गुरदासपुर 
3,35,203,0,SUB-DISTRICT,बटाला,बटाला
3,35,204,0,SUB-DISTRICT,डेरा बाबा नानक ,डेरा बाबा नानक 
3,36,0,0,DISTRICT,कपूरथला,कपूरथला
3,36,205,0,SUB-DISTRICT,भुलत्थ,भुलत्थ
3,36,206,0,SUB-DISTRICT,कपूरथला,कपूरथला
3,36,207,0,SUB-DISTRICT,सुलतानपुर लोधी,सुलतानपुर लोधी
3,36,208,0,SUB-DISTRICT,फगवाड़ा ,फगवाड़ा 
3,37,0,0,DISTRICT,जालंधर,जालंधर
3,37,209,0,SUB-DISTRICT,शाहकोट,शाहकोट
3,37,210,0,SUB-DISTRICT,नकोदर,नकोदर
3,37,211,0,SUB-DISTRICT,फिल्लौर(न.प.),फिल्लौर(न.प.)
3,37,212,0,SUB-DISTRICT,जालंधर - I,जालंधर - I
3,37,213,0,SUB-DISTRICT,जालंधर - II,जालंधर - II
3,38,0,0,DISTRICT,होशियारपुर,होशियारपुर
3,38,214,0,SUB-DISTRICT,दसुआ,दसुआ
3,38,215,0,SUB-DISTRICT,मुकेरियां,मुकेरियां
3,38,216,0,SUB-DISTRICT,होशियारपुर,होशियारपुर
3,38,217,0,SUB-DISTRICT,गढ़शंकर,गढ़शंकर
3,39,0,0,DISTRICT,शहीद भगत सिंह नगर,शहीद भगत सिंह नगर
3,39,218,0,SUB-DISTRICT,नवांशहर ,नवांशहर 
3,39,219,0,SUB-DISTRICT,बलाचौर,बलाचौर
3,40,0,0,DISTRICT,फतेहगढ़ साहिब,फतेहगढ़ साहिब
3,40,220,0,SUB-DISTRICT,बस्सी पठाना,बस्सी पठाना
3,40,221,0,SUB-DISTRICT,फतेहगढ़ साहिब,फतेहगढ़ साहिब
3,40,222,0,SUB-DISTRICT,अमलोह,अमलोह
3,40,223,0,SUB-DISTRICT,खमानों,खमानों
3,41,0,0,DISTRICT,लुधियाना,लुधियाना
3,41,224,0,SUB-DISTRICT,समराला,समराला
3,41,225,0,SUB-DISTRICT,खन्ना ,खन्ना 
3,41,226,0,SUB-DISTRICT,पायल,पायल
3,41,227,0,SUB-DISTRICT,लुधियाना (पूर्व),लुधियाना (पूर्व)
3,41,228,0,SUB-DISTRICT,लुधियाना (पश्चिम),लुधियाना (पश्चिम)
3,41,229,0,SUB-DISTRICT,रायकोट ,रायकोट 
3,41,230,0,SUB-DISTRICT,जगराओं,जगराओं
3,42,0,0,DISTRICT,मोगा ,मोगा 
3,42,231,0,SUB-DISTRICT,निहाल सिंहवाला,निहाल सिंहवाला
3,42,232,0,SUB-DISTRICT,बाघा पुराना,बाघा पुराना
3,42,233,0,SUB-DISTRICT,मोगा ,मोगा 
3,43,0,0,DISTRICT,फिरोज़पुर,फिरोज़पुर
3,43,234,0,SUB-DISTRICT,जीरा,जीरा
3,43,235,0,SUB-DISTRICT,फिरोज़पुर,फिरोज़पुर
3,43,236,0,SUB-DISTRICT,जलालाबाद ,जलालाबाद 
3,43,237,0,SUB-DISTRICT,फाजिल्का ,फाजिल्का 
3,43,238,0,SUB-DISTRICT,अबोहर,अबोहर
3,44,0,0,DISTRICT,मुक्तसर,मुक्तसर
3,44,239,0,SUB-DISTRICT,मलौट (न.प.),मलौट (न.प.)
3,44,240,0,SUB-DISTRICT,गिदड़बाहा,गिदड़बाहा
3,44,241,0,SUB-DISTRICT,मुक्तसर,मुक्तसर
3,45,0,0,DISTRICT,फरीदकोट ,फरीदकोट 
3,45,242,0,SUB-DISTRICT,फरीदकोट ,फरीदकोट 
3,45,243,0,SUB-DISTRICT,जैतो,जैतो
3,46,0,0,DISTRICT,बठिन्डा,बठिन्डा
3,46,244,0,SUB-DISTRICT,रामपुरा फूल ,रामपुरा फूल 
3,46,245,0,SUB-DISTRICT,बठिन्डा,बठिन्डा
3,46,246,0,SUB-DISTRICT,तलवंडी साबो,तलवंडी साबो
3,47,0,0,DISTRICT,मानसा,मानसा
3,47,247,0,SUB-DISTRICT,सरदूलगढ़,सरदूलगढ़
3,47,248,0,SUB-DISTRICT,बुढलाडा,बुढलाडा
3,47,249,0,SUB-DISTRICT,मानसा,मानसा
3,48,0,0,DISTRICT,पटियाला ,पटियाला 
3,48,250,0,SUB-DISTRICT,समाना ,समाना 
3,48,251,0,SUB-DISTRICT,पातड़ां,पातड़ां
3,48,252,0,SUB-DISTRICT,नाभा ,नाभा 
3,48,253,0,SUB-DISTRICT,पटियाला ,पटियाला 
3,48,254,0,SUB-DISTRICT,राजपुरा,राजपुरा
3,49,0,0,DISTRICT,अमृतसर,अमृतसर
3,49,255,0,SUB-DISTRICT,अजनाला,अजनाला
3,49,256,0,SUB-DISTRICT,अमृतसर-I,अमृतसर-I
3,49,257,0,SUB-DISTRICT,अमृतसर-II,अमृतसर-II
3,49,258,0,SUB-DISTRICT,बाबा बकाला,बाबा बकाला
3,50,0,0,DISTRICT,तरन तारन,तरन तारन
3,50,259,0,SUB-DISTRICT,तरन तारन,तरन तारन
3,50,260,0,SUB-DISTRICT,पट्टी,पट्टी
3,50,261,0,SUB-DISTRICT,खडूर साहिब,खडूर साहिब
3,51,0,0,DISTRICT,रूप नगर,रूप नगर
3,51,262,0,SUB-DISTRICT,आनन्दपुर साहिब,आनन्दपुर साहिब
3,51,263,0,SUB-DISTRICT,नंगल,नंगल
3,51,264,0,SUB-DISTRICT,रूप नगर,रूप नगर
3,51,265,0,SUB-DISTRICT,चमकौर साहिब,चमकौर साहिब
3,52,0,0,DISTRICT,साहिबज़ादा अजीत सिंह नगर,साहिबज़ादा अजीत सिंह नगर
3,52,266,0,SUB-DISTRICT,खरड़,खरड़
3,52,267,0,SUB-DISTRICT,एस.ए.एस नगर(मोहाली),एस.ए.एस नगर(मोहाली)
3,52,268,0,SUB-DISTRICT,डेरा बस्सी,डेरा बस्सी
3,53,0,0,DISTRICT,संगरूर,संगरूर
3,53,269,0,SUB-DISTRICT,मलेरकोटला,मलेरकोटला
3,53,270,0,SUB-DISTRICT,धूरी,धूरी
3,53,271,0,SUB-DISTRICT,संगरूर,संगरूर
3,53,272,0,SUB-DISTRICT,सुनाम,सुनाम
3,53,273,0,SUB-DISTRICT,लेहरा,लेहरा
3,53,274,0,SUB-DISTRICT,मूनक,मूनक
3,54,0,0,DISTRICT,बरनाला,बरनाला
3,54,275,0,SUB-DISTRICT,बरनाला,बरनाला
3,54,276,0,SUB-DISTRICT,तपा,तपा
4,0,0,0,STATE,चण्डीगढ़,चण्डीगढ़
4,55,0,0,DISTRICT,चण्डीगढ़,चण्डीगढ़
4,55,277,0,SUB-DISTRICT,चण्डीगढ़,चण्डीगढ़
5,0,0,0,STATE,उत्तराखण्ड,उत्तराखण्ड
5,56,0,0,DISTRICT,उत्तरकाशी ,उत्तरकाशी 
5,56,278,0,SUB-DISTRICT,पुरोला,पुरोला
5,56,279,0,SUB-DISTRICT,मोरी,मोरी
5,56,280,0,SUB-DISTRICT,राजगढ़ी,राजगढ़ी
5,56,281,0,SUB-DISTRICT,डुण्डा,डुण्डा
5,56,282,0,SUB-DISTRICT,चिन्यालीसौड़*,चिन्यालीसौड़*
5,56,283,0,SUB-DISTRICT,भटवाड़ी,भटवाड़ी
5,57,0,0,DISTRICT,चमोली,चमोली
5,57,284,0,SUB-DISTRICT,जोशीमठ ,जोशीमठ 
5,57,285,0,SUB-DISTRICT,चमोली,चमोली
5,57,286,0,SUB-DISTRICT,पोखरी,पोखरी
5,57,287,0,SUB-DISTRICT,कर्णप्रयाग ,कर्णप्रयाग 
5,57,288,0,SUB-DISTRICT,थराली,थराली
5,57,289,0,SUB-DISTRICT,गैरसैण,गैरसैण
5,58,0,0,DISTRICT,रुद्रप्रयाग ,रुद्रप्रयाग 
5,58,290,0,SUB-DISTRICT,ऊखीमठ,ऊखीमठ
5,58,291,0,SUB-DISTRICT,रुद्रप्रयाग ,रुद्रप्रयाग 
5,58,292,0,SUB-DISTRICT,जखोली,जखोली
5,59,0,0,DISTRICT,टिहरी गढ़वाल,टिहरी गढ़वाल
5,59,293,0,SUB-DISTRICT,घनसाली,घनसाली
5,59,294,0,SUB-DISTRICT,देवप्रयाग ,देवप्रयाग 
5,59,295,0,SUB-DISTRICT,प्रतापनगर,प्रतापनगर
5,59,296,0,SUB-DISTRICT,जाखणी धार,जाखणी धार
5,59,297,0,SUB-DISTRICT,टिहरी,टिहरी
5,59,298,0,SUB-DISTRICT,धनोल्टी,धनोल्टी
5,59,299,0,SUB-DISTRICT,नरेन्द्र नगर,नरेन्द्र नगर
5,60,0,0,DISTRICT,देहरादून,देहरादून
5,60,300,0,SUB-DISTRICT,चकराता,चकराता
5,60,301,0,SUB-DISTRICT,त्यूनी,त्यूनी
5,60,302,0,SUB-DISTRICT,कालसी,कालसी
5,60,303,0,SUB-DISTRICT,विकासनगर ,विकासनगर 
5,60,304,0,SUB-DISTRICT,देहरादून,देहरादून
5,60,305,0,SUB-DISTRICT,ऋषिकेश,ऋषिकेश
5,61,0,0,DISTRICT,गढ़वाल,गढ़वाल
5,61,306,0,SUB-DISTRICT,श्रीनगर ,श्रीनगर 
5,61,307,0,SUB-DISTRICT,पौड़ी,पौड़ी
5,61,308,0,SUB-DISTRICT,थलीसैण,थलीसैण
5,61,309,0,SUB-DISTRICT,धूमाकोट,धूमाकोट
5,61,310,0,SUB-DISTRICT,लैन्सडाउन,लैन्सडाउन
5,61,311,0,SUB-DISTRICT,सतपुली,सतपुली
5,61,312,0,SUB-DISTRICT,चौबट्टाखाल,चौबट्टाखाल
5,61,313,0,SUB-DISTRICT,कोटद्वार,कोटद्वार
5,61,314,0,SUB-DISTRICT,यमकेश्वर,यमकेश्वर
5,62,0,0,DISTRICT,पिथौरागढ़,पिथौरागढ़
5,62,315,0,SUB-DISTRICT,मुनस्यारी,मुनस्यारी
5,62,316,0,SUB-DISTRICT,धारचूला ,धारचूला 
5,62,317,0,SUB-DISTRICT,डीडीहाट,डीडीहाट
5,62,318,0,SUB-DISTRICT,बेरीनाग,बेरीनाग
5,62,319,0,SUB-DISTRICT,गंगोलीहाट,गंगोलीहाट
5,62,320,0,SUB-DISTRICT,पिथौरागढ़,पिथौरागढ़
5,63,0,0,DISTRICT,बागेश्वर ,बागेश्वर 
5,63,321,0,SUB-DISTRICT,कपकोट,कपकोट
5,63,322,0,SUB-DISTRICT,कांडा,कांडा
5,63,323,0,SUB-DISTRICT,बागेश्वर,बागेश्वर
5,63,324,0,SUB-DISTRICT,गरुड़,गरुड़
5,64,0,0,DISTRICT,अल्मोड़ा,अल्मोड़ा
5,64,325,0,SUB-DISTRICT,भिकियासैण,भिकियासैण
5,64,326,0,SUB-DISTRICT,चौखुटिया*,चौखुटिया*
5,64,327,0,SUB-DISTRICT,सल्ट*,सल्ट*
5,64,328,0,SUB-DISTRICT,रानीखेत,रानीखेत
5,64,329,0,SUB-DISTRICT,द्वाराहाट,द्वाराहाट
5,64,330,0,SUB-DISTRICT,अल्मोड़ा ,अल्मोड़ा 
5,64,331,0,SUB-DISTRICT,सोमेश्वर,सोमेश्वर
5,64,332,0,SUB-DISTRICT,जैंती,जैंती
5,64,333,0,SUB-DISTRICT,भनोली,भनोली
5,65,0,0,DISTRICT,चम्पावत,चम्पावत
5,65,334,0,SUB-DISTRICT,चम्पावत,चम्पावत
5,65,335,0,SUB-DISTRICT,पाटी,पाटी
5,65,336,0,SUB-DISTRICT,लोहाघाट ,लोहाघाट 
5,65,337,0,SUB-DISTRICT,पूर्णागिरी,पूर्णागिरी
5,66,0,0,DISTRICT,नैनीताल,नैनीताल
5,66,338,0,SUB-DISTRICT,कोस्या कुटौली,कोस्या कुटौली
5,66,339,0,SUB-DISTRICT,बेतालघाट,बेतालघाट
5,66,340,0,SUB-DISTRICT,नैनीताल,नैनीताल
5,66,341,0,SUB-DISTRICT,धारी,धारी
5,66,342,0,SUB-DISTRICT,हल्द्वानी ,हल्द्वानी 
5,66,343,0,SUB-DISTRICT,रामनगर ,रामनगर 
5,66,344,0,SUB-DISTRICT,कालाढुंगी,कालाढुंगी
5,66,345,0,SUB-DISTRICT,लालकुँआ,लालकुँआ
